Country,Event,Event Link,Event Logo,Country Link,Country Logo,Artist,Artist Link,Song,Song Link,Flag
Norway,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Nora Brockstedt,https://eurovision.tv/participant/nora-brockstedt,Voi-voi,https://www.youtube.com/watch?v=gvPieP0mys4,1
Sweden,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Siw Malmkvist,https://eurovision.tv/participant/siw-malmkvist,Alla Andra Får Varann,https://www.youtube.com/watch?v=t5zNjGUkUec,1
Switzerland,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Anita Traversi,https://eurovision.tv/participant/anita-traversi,Cielo E Terra,https://www.youtube.com/watch?v=YxQGn1B91f4,1
The Netherlands,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Rudi Carrell,https://eurovision.tv/participant/rudi-carrell,Wat Een Geluk,https://www.youtube.com/watch?v=T7ZcrBnNnL8,1
United Kingdom,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Bryan Johnson,https://eurovision.tv/participant/bryan-johnson,"Looking High, High, High",https://www.youtube.com/watch?v=C2GivwSboXM,1
Austria,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Ferry Graf,https://eurovision.tv/participant/ferry-graf,Der K. Und K. Kalypso Aus Wien,https://www.youtube.com/watch?v=RF9V1XFjWjk,1
Belgium,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Bob Benny,https://eurovision.tv/participant/bob-benny,Hou Toch Van Mij,https://www.youtube.com/watch?v=QpNKCSHH9y8,1
Denmark,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Birthe Wilke,https://eurovision.tv/participant/birthe-wilke,Uh-jeg Ville Ønske Jeg Var Dig,https://www.youtube.com/watch?v=4Uq3amXGnX8,1
France,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Jean Philippe,https://eurovision.tv/participant/jean-philippe,"Oui, Oui, Oui, Oui",https://www.youtube.com/watch?v=mgBiEXZtyoc,1
Germany,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Alice and Ellen Kessler,https://eurovision.tv/participant/alice-and-ellen-kessler,Heut' Woll'n Wir Tanzen Geh'n,https://www.youtube.com/watch?v=hetvfnTLsT0,1
Italy,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Domenico Modugno,https://eurovision.tv/participant/domenico-modugno-1,Piove,https://www.youtube.com/watch?v=_ke_fiE5WVg,1
Monaco,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/monaco,https://static.eurovision.tv/hb-cgi/images/8d938865-0070-4944-81e2-d0b76c5b0ff8.svg,Jacques Pills,https://eurovision.tv/participant/jacques-pills,Mon Ami Pierrot,https://www.youtube.com/watch?v=Gwqzn3FNVWw,1
Sweden,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Brita Borg,https://eurovision.tv/participant/brita-borg,Augustin,https://www.youtube.com/watch?v=AsTBC75F5Ds,1
Switzerland,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Christa Williams,https://eurovision.tv/participant/christa-williams,Irgendwoher,https://www.youtube.com/watch?v=uAB_OJ8UveU,1
The Netherlands,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Teddy Scholten,https://eurovision.tv/participant/teddy-scholten,Een Beetje,https://www.youtube.com/watch?v=I7i3osM4UME,1
United Kingdom,Cannes 1959,https://eurovision.tv/event/cannes-1959,https://static.eurovision.tv/hb-cgi/images/8d917f44-c392-42bc-a0b5-43a61a7be34f.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Pearl Carr and Teddy Johnson,https://eurovision.tv/participant/pearl-carr-and-teddy-johnson,Sing Little Birdie,https://www.youtube.com/watch?v=0m4ADnfu91k,1
Austria,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Liane Augustin,https://eurovision.tv/participant/liane-augustin,Die Ganze Welt Braucht Liebe,https://www.youtube.com/watch?v=rXnNYa01hYg,1
Belgium,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Fud Leclerc,https://eurovision.tv/participant/fud-leclerc,Ma Petite Chatte,https://www.youtube.com/watch?v=dH4TOg-hp0g,1
Denmark,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Raquel Rastenni,https://eurovision.tv/participant/raquel-rastenni,Jeg Rev Et Blad Ud Af Min Dagbog,https://www.youtube.com/watch?v=YJcwukQd5Z0,1
France,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,André Claveau,https://eurovision.tv/participant/andre-claveau,Dors Mon Amour,https://www.youtube.com/watch?v=IRFx_hYx4I8,1
Germany,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Margot Hielscher,https://eurovision.tv/participant/margot-hielscher,Für Zwei Groschen Musik,https://www.youtube.com/watch?v=cwGVd7Cj1sw,1
Italy,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Domenico Modugno,https://eurovision.tv/participant/domenico-modugno,Nel Blu Dipinto Di Blu,https://www.youtube.com/watch?v=6DTo5aVLq5E,1
Luxembourg,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/luxembourg,https://static.eurovision.tv/hb-cgi/images/8d938866-ea96-45d3-8670-337b807de746.svg,Solange Berry,https://eurovision.tv/participant/solange-berry,Un Grand Amour,https://www.youtube.com/watch?v=yDteuvIlIEs,1
Sweden,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Alice Babs,https://eurovision.tv/participant/alice-babs,Lilla Stjärna,https://www.youtube.com/watch?v=GJ32dJz8O7I,1
Switzerland,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Lys Assia,https://eurovision.tv/participant/lys-assia,Giorgio,https://youtube.com/watch?v=ZaYuS1NSfu0,0
The Netherlands,Hilversum 1958,https://eurovision.tv/event/hilversum-1958,https://static.eurovision.tv/hb-cgi/images/8d917f45-168b-46df-ad13-6343a3cdebe9.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Corry Brokken,https://eurovision.tv/participant/corry-brokken,Heel De Wereld,https://www.youtube.com/watch?v=XbJ7CbW0NPU,1
Austria,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Bob Martin,https://eurovision.tv/participant/bob-martin,"Wohin, Kleines Pony",https://www.youtube.com/watch?v=TCSnBcEQNw8,1
Belgium,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Bobbejaan Schoepen,https://eurovision.tv/participant/bobbejaan-schoepen,Straatdeuntje,https://www.youtube.com/watch?v=w-q9bKKlFbw,1
Denmark,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Birthe Wilke and Gustav Winckler,https://eurovision.tv/participant/birthe-wilke-and-gustav-winckler,Skibet Skal Sejle I Nat,https://www.youtube.com/watch?v=X82yYbX0Xrs,1
France,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Paule Desjardins,https://eurovision.tv/participant/paule-desjardins,La Belle Amour,https://www.youtube.com/watch?v=Ftt9OvVGK24,1
Germany,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Margot Hielscher,https://eurovision.tv/participant/margot-hielscher-1,"Telefon, Telefon",https://www.youtube.com/watch?v=xqK03M6Utlg,1
Italy,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Nunzio Gallo,https://eurovision.tv/participant/nunzio-gallo,Corde Della Mia Chitarra,https://www.youtube.com/watch?v=9_gslIcdLCE,1
Luxembourg,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/luxembourg,https://static.eurovision.tv/hb-cgi/images/8d938866-ea96-45d3-8670-337b807de746.svg,Danièle Dupré,https://eurovision.tv/participant/daniele-dupre,Tant De Peine,https://www.youtube.com/watch?v=s1muz685yes,1
Switzerland,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Lys Assia,https://eurovision.tv/participant/lys-assia-1,L'enfant Que J'étais,https://www.youtube.com/watch?v=3eXwemqSboU,1
The Netherlands,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Corry Brokken,https://eurovision.tv/participant/corry-brokken-1,Net Als Toen,https://www.youtube.com/watch?v=e5gLyP977ew,1
United Kingdom,Frankfurt 1957,https://eurovision.tv/event/frankfurt-1957,https://static.eurovision.tv/hb-cgi/images/8d917f45-010b-4deb-81f7-f313f4b04742.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Patricia Bredin,https://eurovision.tv/participant/patricia-bredin,All,https://www.youtube.com/watch?v=7-NcuKygTzQ,1
Belgium,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Fud Leclerc,https://eurovision.tv/participant/fud-leclerc-1,Messieurs Les Noyés De La Seine,https://www.youtube.com/watch?v=U9O3sqlyra0,1
Belgium,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Mony Marc,https://eurovision.tv/participant/mony-marc,Le Plus Beau Jour De Ma Vie,https://www.youtube.com/watch?v=dL139DezFwo,1
France,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Dany Dauberson,https://eurovision.tv/participant/dany-dauberson,Il Est Là,https://www.youtube.com/watch?v=c4EpfbOZVZA,1
France,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Mathé Altéry,https://eurovision.tv/participant/mathe-altery,Le Temps Perdu,https://www.youtube.com/watch?v=dm1L0XyikKI,1
Germany,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Freddy Quinn,https://eurovision.tv/participant/freddy-quinn,So Geht Das Jede Nacht,https://www.youtube.com/watch?v=DJFGwPVKfyk,1
Germany,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Walter Andreas Schwarz,https://eurovision.tv/participant/walter-andreas-schwarz,Im Wartesaal Zum Großen Glück,https://www.youtube.com/watch?v=BDNARIDnmTc,1
Italy,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Franca Raimondi,https://eurovision.tv/participant/franca-raimondi,Aprite Le Finestre,https://www.youtube.com/watch?v=HHA1mC2RkKc,1
Italy,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Tonina Torielli,https://eurovision.tv/participant/tonina-torielli,Amami Se Vuoi,https://www.youtube.com/watch?v=k19AnMpqnE4,1
Luxembourg,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/luxembourg,https://static.eurovision.tv/hb-cgi/images/8d938866-ea96-45d3-8670-337b807de746.svg,Michèle Arnaud,https://eurovision.tv/participant/michele-arnaud-1,Les Amants De Minuit,https://www.youtube.com/watch?v=r99NL_NvJps,1
Luxembourg,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/luxembourg,https://static.eurovision.tv/hb-cgi/images/8d938866-ea96-45d3-8670-337b807de746.svg,Michèle Arnaud,https://eurovision.tv/participant/michele-arnaud,Ne Crois Pas,https://www.youtube.com/watch?v=Pv7GJkqtNuc,1
Switzerland,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Lys Assia,https://eurovision.tv/participant/lys-assia-2,Das Alte Karussell,https://www.youtube.com/watch?v=lVpf8uzHnX0,1
Switzerland,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Lys Assia,https://eurovision.tv/participant/lys-assia-3,Refrain,https://www.youtube.com/watch?v=o6IEJX2F-ZY,1
The Netherlands,Lugano 1956,https://eurovision.tv/event/lugano-1956,https://static.eurovision.tv/hb-cgi/images/8d917f44-f10e-4bab-ba4c-675dd7dd82ed.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Corry Brokken,https://eurovision.tv/participant/corry-brokken-2,Voorgoed Voorbij,https://www.youtube.com/watch?v=6OjNzLaifFM,1
